,Author,Judul Berita,Date,Link,Content
24,Fransiskus Adhiyuda Prasetia,Pengamat Dukung Sikap PDIP Setop Isu Penundaan Pemilu: Hanya Buat Kegaduhan,29 Maret 2022 10:04 WIB,https://www.tribunnews.com/nasional/2022/03/29/pengamat-dukung-sikap-pdip-setop-isu-penundaan-pemilu-hanya-buat-kegaduhan,"Laporan Wartawan Tribunnews.com, Fransiskus AdhiyudaTRIBUNNEWS.COM, JAKARTA - Pengamat Politik sekaligus Direktur Eksekutif Indonesia Political Review Ujang Komaruddin mengaku sepakat dengan sikap tegas PDI Perjuangan agar isu penundaan Pemilu 2024, disetop.Menurut Ujang, jangan sampai ada lagi skenario atau wacana yang dibangun dan dikembangkan untuk menunda Pemilu.Terlebih, partai-partai koalisi pemerintahan Presiden Jokowi juga banyak yang tak mendukung usulan tersebut.""Pemerintah, DPR, dan rakyat Indonesia tak setuju Pemilu ditunda. Termasuk partai-partai koalisi Jokowi juga banyak yang tak setuju Pemilu ditunda,"" kata Ujang saat dihubungi, Selasa (29/3/2022).Sehingga, kata Ujang, isu penundaan Pemilu agar diakhiri dan disetop.Karena, hanya membuat situasi gaduh di tengah pandemi Covid-19.""Hanya membuat kegaduhan yang tak produktif,"" ucap Ujang.Ujang juga menilai, bahwa isu penundaan Pemilu akan layu sebelum berkembang dengan sendiri.Terlebih, sudah ada peryataan tegas dari partai koalisi terbesar dipemerintahan yakni PDI Perjuangan.""Usulan tersebut akan layu sebelum berkembang, akan mati sebelum tua, dan akan dibenci dan dicaci sebelum tereksekusi. Nasibnya akan habis,"" kata Ujang."
25,Bambang Ismoyo,"Harga Emas Antam Anjlok Rp 14.000, Kini di Level Rp 985.000 per Gram",29 Maret 2022 10:02 WIB,https://www.tribunnews.com/bisnis/2022/03/29/harga-emas-antam-anjlok-rp-14000-kini-di-level-rp-985000per-gram,"Laporan Wartawan Tribunnews.com, IsmoyoTRIBUNNEWS.COM, JAKARTA - Harga logam mulia atau emas batangan PT Aneka Tambang Tbk (Antam) mengalami penurunan pada hari ini, Selasa (29/3/2021).Berdasarkan pantauan Tribunnews, harga emas Antam menjadi Rp 985.000 per gram.Sebelumnya pada hari kemarin, Senin (28/3/2022) harga komoditas tersebut senilai Rp 999.000 per gram.Untuk harga emas dengan ukuran terkecil 0,5 gram, berada di harga Rp 542.500Dan untuk harga emas dengan ukuran terbesar yakni 1 kilogram, dibanderol senilai Rp925,6 juta.Sementara, harga buyback atau pembelian kembali emas Antam juga mengalami penurunan, yakni Rp889.000 per gram.Harga buyback ini berarti Antam akan membeli emas anda dengan harga tersebut di Butik Emas Logam Mulia Antam.Berikut ini rincian harga emas Antam, Selasa (29/3/2022).Harga emas batangan 0,5 gram: Rp542.500"
26,Rina Ayu Panca Rini,"Dipecat IDI, Dokter Terawan Bersikap, Serahkan Keputusan Pada Teman Sejawat, Berharap Tak Ada Kisruh",29 Maret 2022 08:32 WIB,https://www.tribunnews.com/kesehatan/2022/03/29/dipecat-idi-dokter-terawan-bersikap-serahkan-keputusan-pada-teman-sejawat-berharap-tak-ada-kisruh,"TRIBUNNEWS.COM, JAKARTA -- Mantan Menteri Kesehatan periode 2019-2020 Terawan Agus Putranto merespon soal pemecatan dirinya dari keanggotaaan Ikatan Dokter Indonesia (IDI).Tim Komunikasi Terawan memberikan keterangan pada media soal sikap Terawan.Dalam tulisan berjudul Terawan Anggap IDI Sebagai Rumah Kedua dan Para Dokter Saudara kandung.Disampaikan Andi, meski tahu bakal dicoret dari keanggotaaan IDI, Terawan pada hari ini 28 Maret 2022, masih berpraktek menangani pasien di Rumah Sakit Dinas Kesehatan Tentara (RSDKT) Slamet Riyadi Solo, Jawa Tengah.“Sampai hari ini saya masih sangat bangga dan merasa terhormat berhimpun disana (IDI),” kata Terawan, seperti ditirukan Andi, Senin, 28 Maret 2022.Menurut Terawan, IDI telah menjadi rumah kedua, tempatnya bernaung, bersama saudara-saudara sejawat dokter lainnya.“Pak Terawan mengimbau, teman-teman sejawat dan yang lain agar bisa menahan diri untuk tidak menimbulkan kekisruhan publik, karena kita masih menghadapi pandemic Covid -19. Kasian masyarakat dan saudara-saudara sejawat yang di daerah, Puskesmas, rumah sakit, dll, ikut terganggu” ujarnya.Terawan Singgung Sumpah DokterTerawan juga menyinggung soal sumpah dokter yang dijadikan landasan dalam setiap langkah.""Saya sudah disumpah akan selalu membaktikan hidup saya guna perikemanusiaan, mengutamakan kesehatan pasien dan kepentingan masyarakat,"" ujar Andi.Terawan juga menyampaikan sangat menyayangi saudara-saudara sejawatnya dan hormat kepada para guru."
27,Aisyah Nursyamsi,Satu Indikator Telah Terpenuhi untuk Berganti Status Pandemi Jadi Endemi,29 Maret 2022 10:01 WIB,https://www.tribunnews.com/corona/2022/03/29/satu-indikator-telah-terpenuhi-untuk-berganti-status-pandemi-jadi-endemi,"Laporan Wartawan Tribunnews.com, Aisyah NursyamsiTRIBUNNEWS.COM, JAKARTA- Situasi pandemi Covid-19 di tanah air terus menunjukkan ke arah yang lebih baik.Hal ini disampaikan oleh Juru Bicara Pemerintah Reisa Broto Asmoro.""Jadi kita harus bersyukur, terjadi trend penurunan kasus. Dan kita melihat makin membaik kondisi. Terhitung 27 Maret, kasus positif Covid-19 itu didapatkan sebanyak 3077 kasus,"" ungkapnya pada siaran Radio RRI, Senin (28/3/2022).Meski kasus masih ada Reisa menyebutkan hal ini diikuti oleh jumlah pasien yang sembuh bertambah banyak.Sedangkan kasus aktif Covid-19 di Indonesia saat ini berjumlah 129.621 orang. Hal ini menandakan makin sedikit orang yang sedang sakit Covid-19.""Dan Menteri Kesehatan sudah menjelaskan 23 Maret 2022 lalu menyatakan bahwa laju penularan, reproduksi rate di Indonesia mendekati satu,"" kata Reisa menambahkan.Pada dasarnya, untuk mencapai endemi ada empat indikator yang menjadi dasar. Dan salah satu indikator adalah reproduksi rate kasus yang harus di bawah angka satu.""Jadi kita harapkan semoga keadaan makin teurs membaik. Satu demi satu memenuhi indikator tadi,"" harap Reisa.Di sisi lain, terkait dengan penurunan kasus, hal ini pun dibarengi dengan cakupan vaksinasi Covid-19 yang terus meningkat.Pada 27 Maret, dosis vaksin Covid-19 dosis pertama sudah mencapai 94,06 persen. Sedangkan pada dosis kedua yaitu 75,7 persen.""Vaksin booster sudah 9,6 persen. Makanya yuk belum vaksin, belum booster segera lakukan supaya bisa menyukseskan percepatan program vaksin. Agar pandemi cepat berlalu,"" pungkasnya."
28,Anita K Wardhani,"Sebelum Sukses, Inul Daratista Beli Rumah Karaoke yang Bangkrut",29 Maret 2022 09:58 WIB,https://www.tribunnews.com/seleb/2022/03/29/sebelum-sukses-inul-daratista-beli-rumah-karaoke-yang-bangkrut,"Laporan Wartawan Wartakotalive.com, Arie Puji WaluyoTRIBUNNEWS.COM, JAKARTA - Tidak hanya dikenal sebagai pedangdut yang sukses, tapi Inul Daratista dikenal sebagai pengusaha karaoke yang berhasil.Inul Daratista berhasil mempertahankan bisnis karaoke, ditengah banyaknya pesaing dan juga dihantap badai pandemi.Dibalik kesuksesannya, Inul Daratista berbagi cerita proses awal dirinya bisa membuka bisnis karaoke.""Jadi ada usaha karaoke minta di take over ke saya, dia jual ke saya 100 persen karena udah colabs (bangkrut),"" kata Inul Daratista dalam kanal Youtube Kuy Entertakment, dikutip Wartakotalive.com, Selasa (29/3/2022).""Sebelum datangnya itu, memang aku disarani eyang Titiek Puspa buat buka bisnis. Datang lah orang ini,"" tambahnya.Kala itu, wanita berusia 43 tahun tersebut kebingungan. Sebab, Inul tidak punya latar belakang dibidang bisnis dan juga pemahaman bisnis karaoke.""Orang ini memaksa aku harus jalanin bisnis ini karena diyakini akan sukses. Akhirnya aku beli lah bisnis karaoke beserta tempatnya pertama di Kelapa Gading,"" ucapnya.""Pertama kali aku beli seharga Rp 2 Miliar pakai uang hasil dari nyanyi,"" sambungnya.Setelah membeli, pelantung Buaya Buntung tersebut berdiskusi dengan sang suami, Adam Suseno yang juga pengusaha, untuk memikirkan usaha bisnis karaokenya itu.""Sampai akhirnya disaranin untuk pakai nama Inul. Dulu nama aku lagi beken, aku memanfaatkan euforia itu dengan jadi nama bisnis karaoke,"" jelasnya.Semua persiapan sudah beres, tapi wanita kelahiran Pasuruan, 21 Januari 1979 itu belajar temtang bisnis kepada karyawannya. Sebab, ia tidak punya gambaran seprti apa berbisnis karaoke.Tahun demi tahun dijalani, Inul Darartista berhasil memajukan dan membesarkan bisnis karaokenya dengan membuka sekitar 140 cabang diseluruh Indonesia.""Ya engga gampang. Butuh konsentrasi, fokus, dan uang menjalani semua ini,"" ujar Inul Daratista"
29,Widya Lisfianti,"Tips Sehat Berpuasa agar Tetap Bugar: Batasi Kafein, Perbanyak Air Mineral",29 Maret 2022 09:57 WIB,https://www.tribunnews.com/nasional/2022/03/29/tips-sehat-berpuasa-agar-tetap-bugar-batasi-kafein-perbanyak-air-mineral,"TRIBUNNEWS.COM - Selama puasa di bulan Ramadhan, kita menahan diri dari makan dan minum dari fajar hingga senja.Untuk itu, penting untuk mendapatkan makanan yang tepat saat sahur dan buka puasa.Selain itu, kita juga harus memperhatikan hal lain agar tetap sehat walaupun puasa.Tips Sehat BerpuasaMengutip Cleveland Clinic Abu Dhabi, berikut adalah tips sederhana agar tetap sehat bugar saat berpuasa:1. Tetap TerhidrasiTubuh manusia terdiri dari sekitar 60% air.Adapun jumlah cairan yang dibutuhkan seseorang tergantung pada usia, jenis kelamin, iklim dan tingkat aktivitas.- Orang dewasa rata-rata membutuhkan 2-3 liter air setiap hari.Jadi pastikan untuk minum banyak cairan sebelum memulai jam puasa."
30,Reza Deni,Jimly Asshiddiqie Minta Isu Penundaan Pemilu 2024 Segera Diredam,29 Maret 2022 09:57 WIB,https://www.tribunnews.com/nasional/2022/03/29/jimly-asshiddiqie-minta-isu-penundaan-pemilu-2024-segera-diredam,"Laporan Reporter Tribunnews.com, Reza DeniTRIBUNNEWS.COM, JAKARTA - Anggota DPD RI, Jimly Asshiddiqie, meminta isu penundaan Pemilu 2024 untuk diredam bersama-sama. Dia yakin Presiden Jokowi juga masih tetap tidak mau memperpanjang masa jabatannya.""Karena Presiden sudah jelas enggak mau. Dia merasa ini mau menjerumuskan dia dan itu benar,"" kata Jimly kepada wartawan, Selasa (29/3/2022).Dia menilai bahwa jika memang UUD 1945 dipaksakan diubah sementara KPU telah menerbitkan aturan, maka KPU sudah berpendapat permainan telah dimulai yang telah disepakati.""Tiba-tiba ada aturan baru yang disepakati, maka grandfather in law principles itu akan berlaku, itu adalah aturan pertandingan yang sudah ada itu tidak boleh berubah lagi,"" katanya.Eks Ketua Mahkamah Konstitusi itu mengatakan bahwa jika KPU independen, maka KPU akan tetap dengan aturan yang sudah ditetapkan.Jika begitu, peraturan apa pun yang merupakan turunan dari UU yang dipaksakan diubah itu, baru berlaku untuk aturan main Pemilu berikutnya.""Ini untuk meyakinkan anda bawa judicial review terhadap peraturan KPU nantinya yang sudah menentukan tahapan jadwal tetap tenang dan aman,"" ujarnya."
31,BizzInsight,"Peringati Earth Hour, Ini 5 Destinasi Wisata yang Bikin Kamu Makin Sayang Sama Bumi!",29 Maret 2022 09:54 WIB,https://www.tribunnews.com/travel/2022/03/29/peringati-earth-hour-ini-5-destinasi-wisata-yang-bikin-kamu-makin-sayang-sama-bumi,"TRIBUNNEWS.COM – Bermula dari inisiasi World Wide Fund for Nature (WWF), masyarakat di  seluruh penjuru dunia merayakan Earth Hour sebagai bentuk kesadaran akan pentingnya menghargai lingkungan.Momen ini dirayakan setiap hari Sabtu di minggu terakhir bulan Maret. Tahun 2022 kali ini, Earth Hour dirayakan pada 26 Maret 2022 dengan masyarakat seluruh dunia melakukan pemadaman lampu mulai pukul 20.30 hingga 21.30 sebagai bentuk kepedulian terhadap Bumi.Sebenarnya, tak hanya di hari tersebut saja kamu bisa menyayangi bumi dengan memadamkan lampu selama satu jam. Yang paling penting adalah aksi nyata sesudahnya.Untuk itu, ada banyak aksi nyata bisa dilakukan untuk menghargai Bumi, termasuk alam #WonderfulIndonesia, seperti dengan mengenal alam melalui destinasi wisatanya yang memukau dan beraksi nyata untuk melestarikan alam.Berikut ini 5 destinasi wisata alam #DiIndonesiaAja yang bisa bikin kamu takjub akan keindahannya yang bak surga dunia. Dijamin, makan sayang deh sama bumi!Untuk rekomendasi destinasi wisata lainnya di Mandalika dan sekitarnya, follow akun Instagram @pesona.indonesia dan TikTok @pesonaindonesia.1) Danau Toba, Sumatera Utara, danau vulkanik terbesar di duniaTerletak di Sumatra Utara, Danau Toba memiliki daya tarik yang tiada duanya. Lahir secara alami dari aktivitas vulkanik Gunung Toba di masa lampau, destinasi wisata ini punya banyak kekayaan alam yang bisa kamu eksplorasi.Ada beberapa pastinya bikin kagum dan bisa menambah kepedulian kepada indahnya Bumi, antara lain adalah, Kaldera Toba, Bukit Holbung, Pusuk Buhit, dan Huta Ginjang yang menjadi habitat asli dari Neolissochilus thienemanni atau ‘Ikan Batak’ dan hutan pinus yang membentang.Kamu bisa melakukan berbagai kegiatan seru mulai bermain kayak di sekitaran danau Toba hingga menikmati keindahan danau legenda itu dari atas Gunung Pusuk Buhit.Sementara itu, untuk mengurangi timbunan sampah, terutama sampah plastik di sekitar Danau Toba, wisatawan dapat membatasi penggunaan plastik. Misalnya, tidak membawa kantong plastik, tidak menggunakan alat makan sekali pakai, dan membawa tumbler atau tempat minum sendiri.2) Bromo Tengger Semeru, Jawa Timur, dunia pasir dan apiTempat yang juga menjadi daerah vulkanik terbesar di Jawa Timur dengan luas 800 kilometer persegi ini punya bentangan lautan pasir.Keajaiban alam Taman Nasional Bromo Tengger Semeru adalah menjadi titik pusat tempat empat anak gunung berapi, yaitu Gunung Batok, Gunung Kursi, Gunung Watangan, Gunung Widodaren bertemu dengan Gunung Bromo yang menjadi gunung yang masih aktif.Tak cuma dikenal sebagai tempat pendakian, Taman Nasional Bromo Tengger Semeru memiliki keunikan ekosistem dengan perpaduan sub-montana, montana, dan sub-alphin dengan pohon-pohon yang besar berusia ratusan tahun dan berbagai hewan yang cukup langka, seperti monyet kra, srigunting, dan rangkong yang membuat kita akan kagum dengan keistimewaannya.Sambil menikmati indahnya perpaduan pemandangan hamparan Pasir Berbisik dan hijaunya alam di Ranu Kumbolo, kamu bisa beraksi nyata melindungi lingkungan dengan berjalan kaki atau trekking ketimbang naik kendaraan yang memproduksi emisi gas ke udara.3) Labuan Bajo, Nusa Tenggara Timur, pintu gerbang menuju habitat asli KomodoJadi salah satu Situs Warisan Dunia UNESCO, Taman Nasional Komodo terdiri dari beberapa pulau yang menjadi habitat asli dari Varanus komodoensis atau Komodo.berlibur ke Labuan Bajo, tepatnya di Pulau Komodo, akan ada berbagai atraksi menakjubkan yang akan menjadi pengalaman tak terlupakan di tengah suasana asli habitat Komodo.Selain Pulau Komodo yang terletak di Taman Nasional Komodo, wisatawan juga akan disuguhkan kekayaan alam lainnya di Pulau Rinca, Pulau Padar, dan beberapa pulau lain di sekitarnya.Di Labuan Bajo dan Taman Nasional Komodo, kamu bisa ikut ambil bagian Earth Hour dalam menjaga lingkungan dengan matikan lampu saat jam Earth Hour, memilih untuk menginap di hotel-hotel yang ramah lingkungan, seperti Eco Tree O'tel dan Komodo Exotic Hotel yang mengusung konsep akomodasi ramah lingkungan untuk mengurangi emisi gas.4) Likupang, Sulawesi Utara, pesona eksotis di utara SulawesiMenyimpan sejuta pesona, Likupang jadi salah satu destinasi wisata yang eksotis berkat kekayaan alamnya. Destinasi yang berlokasi di Kabupaten Minahasa Utara, Sulawesi Utara, dan berjarak 48 km dari Kota Manado ini merupakan wilayah dengan bentang pantai dan kekayaan bawah laut yang mengagumkan.Pantai Paal dan Pantai Pulisan dengan bentangan pasir putih serta birunya laut adalah tempat yang tepat untuk kamu mengagumi kekayaan alam Indonesia. Tak cuma itu, Likupang juga mempunyai pulau eksotis, yaitu Pulau Lihaga dan Pulau Gangga dengan pemandangan biota laut yang indah.Oh ya, kamu bisa membantu melestarikan lingkungan di destinasi wisata Likupang dengan menjaga terumbu karang saat snorkeling dan diving. Menyelamlah dengan hati-hati, jangan sampai menginjak terumbu karang hingga patah, apalagi sengaja mematahkannya untuk objek foto.5) Pulau Morotai, Maluku Utara, hidden gem di timur IndonesiaTerletak di bagian utara pulau Maluku, Pulau Morotai menjanjikan pemandangan spesies bawah laut yang eksotis. Pulau yang dijuluki Pulau Tiga Matahari ini menawarkan wisata bahari yang penuh pesona berkat keragaman spesies ikan dan terumbu karangnya dan dikelilingi oleh 35 pulau kecil dan 2 pulau besar.Memiliki latar belakang sejarah yang erat dengan peristiwa Perang Dunia 2, surga tropis di Pulau Maluku menyimpan berbagai keindahan yang bisa dieksplorasi. Pulau Morotai menjadi tempat tinggal berbagai burung endemik seperti cekakak dan Bidadari Halmahera.Di kawasan pantai Pulau Morotai, kamu bisa berlibur dan tetap dapat menunjukkan aksi pelestarian lingkungan dengan tidak membuang sampah sembarangan. Jika melihat sampah di sekitar, jangan lupa untuk mengumpulkan dan membuangnya ke tempat sampah agar tidak merusak keindahan biota laut di pulau eksotis ini.Berbagai kegiatan seru dan berwisata sambil menghargai keindahan alam menjadi kegiatan yang bisa dilakukan untuk memperingati Earth Hour. Tapi, perlu diingat, aksi nyata pelestarian lingkungan setelah Earth Hour lebih penting, lho! Maka itu, yuk jadi wisatawan yang bersahabat dengan lingkungan!Tak hanya itu, dengan melancong ke destinasi wisata #WonderfulIndonesia, kamu juga bisa membantu masyarakat dalam membangkitkan aktivitas ekonomi masyarakat setempat, misalnya dengan #BeliKreatifLokal.Sementara itu, pemerintah pun kian menunjukan komitmennya untuk melestarikan destinasi wisata di Indonesia, yakni dengan kian menggiatkan konsep pariwisata berkualitas dan berkelanjutan.Melansir Kompas, Kementerian Pariwisata dan Ekonomi Kreatif (Kemenparekraf) menargetkan 1,8-3,6 juta kunjungan wisatawan mancanegara (wisman) ke Indonesia pada 2022 dengan mengusung konsep pariwisata berkualitas dan berkelanjutan di tengah situasi pandemi Covid-19.""Jumlah wisman ini dulu menjadi jumlah yang selalu kita kejar dari segi angka, tapi kali kita fokuskan di pariwisata yang berkualitas dan berkelanjutan,"" kata Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno seperti dikutip dari Antara, Selasa (28/12/2021).Pada tahun 2021 lalu, Sandiaga juga pernah membeberkan bagaimana caranya berpartisipasi untuk meningkatkan kunjungan ke destinasi wisata yang berkelanjutan serta mempromosikan aktivitas berwisata yang ramah lingkungan.“Milenial harus menjadi contoh dalam melakukan kegiatan wisata dengan kepatuhan protokol kesehatan yang ketat dan disiplin dan ramah lingkungan. Mereka juga lebih memilih pariwisata yang berbasis alam, dan hal ini sejalan dengan tren pariwisata ke depan dari yang bersifat masif menjadi lebih customized, localize, personalize, dan smaller in size,” kata Sandiaga, dikutip dari Badan Otorita Borobudur, Sabtu (20/3/2021).Nah, sambil membuat rencana perjalanan ke salah satu destinasi alam di atas, jangan lupa untuk tetap menerapkan protokol kesehatan 6M dan melengkapi vaksinasi serta booster untuk mencegah penularan Covid-19. Pastikan juga kamu mengunjungi tempat wisata yang sudah terverifikasi CHSE, ya!Untuk informasi aktivitas seru dan rekomendasi tempat wisata lainnya, kamu bisa mem-follow akun Instagram @pesona.indonesia dan akun TikTok @pesonaindonesia.Akan ada informasi lebih lanjut seputar Kuis PUKIS (Pesona Punya Kuis) yang bisa kamu ikuti saat waktu luang #DiRumahAja yang akan memberikan hadiah menarik. Kuis PUKIS (Pesona Punya Kuis) diadakan pada hari Selasa setiap dua minggu sekali. Ada uang tunai jutaan rupiah serta merchandise keren dari Pesona Indonesia, lho!Penulis: Matheus Elmerio Manalu | Editor: Bardjan"
32,bayu indra permana,"D'Masiv Tetap Manggung Meski Personelnya Terluka Pasca Kecelakaan, Rian Ungkap Alasan Manajemen",29 Maret 2022 09:54 WIB,https://www.tribunnews.com/seleb/2022/03/29/dmasiv-tetap-manggung-meski-personelnya-terluka-pasca-kecelakaan-rian-ungkap-alasan-manajemen,"Laporan Wartawan Tribunnews.com, Bayu Indra PermanaTRIBUNNEWS.COM, JAKARTA - Rian Ekky Pradipta sebagai vokalis band D'Masiv menjelaskan alasan manajemen dan bandnya tetap manggung pasca kecelakaan.Sebelum memutuskan untuk manggung para personil D'Masiv dan manajemen berdiskusi soal keputusan manggung atau tidak.Rian mengatakan bahwa keputusan tetap manggung diambil sebagai bentuk syukur karena sudah selamat dari kecelakaan.Selain itu mereka tak mau mengecewakan penggemar yang sudah membeli tiket hingga terjual habis.""Aku langsung dikompres sambil nunggu keputusan manajemen tampil atau tidak, pas aku bangun manajer datang, tiket sold out dan harganya itu juga lumayan. Jadi kita meeting di kamar, akhirnya kita ngobrol dari hati ke hati,"" tutur Rian D'Massiv di kediamannya di kawasan Pondok Indah, Jakarta Selatan, Senin (28/3/2022).""Kita niatkan ini (tampil) adalah rasa syukur bahwa kita sudah selamat dari kecelakaan ini, dan penonton juga udah beli tiket buat nonton D'Massiv, akhirnya kita memutuskan tampil tapi hanya maksimal lima lagu yang slow,"" jelasnya.Sepanjang penampilan Rian selalu minta maaf karena tak bisa tampil maksimal malam itu, bahkan di lagu ke tiga Rian merasa tubuhnya mulai oleng.""Aku berulang kali minta maaf gak bisa manggung maksimal, bahkan di lagu ketiga udah oleng, minum dulu,"" ujar Rian.Rian bersyukur karena tak ada komplain dari para penonton karena D'Massiv hanya tampil membawakan lima lagu saja."
33,Igman Ibrahim,"Bareskrim Panggil Fakariz, Guru Indra Kenz Sekaligus Perekrut Affiliator Binomo Kamis Pekan Ini",29 Maret 2022 09:51 WIB,https://www.tribunnews.com/nasional/2022/03/29/bareskrim-panggil-fakariz-guru-indra-kenz-sekaligus-perekrut-affiliator-binomo-kamis-pekan-ini,"Laporan Wartawan Tribunnews.com, Igman IbrahimTRIBUNNEWS.COM, JAKARTA - Bareskrim Polri kembali memanggil Fakar Suhartami Pratama atau Fakarich, guru tersangka kasus Binomo Indra Kesuma alias Indra Kenz.Pemanggilan direncanakan akan berlangsung, Kamis (31/3/2022).Kabag Penum Divisi Humas Polri Kombes Pol Gatot Repli Handoko menyampaikan bahwa pemanggilan tersebut merupakan pemanggilan kedua terhadap Fakarich.""Panggilan kedua hari Kamis tanggal 31 Maret 2022 jam 10.00 WIB terhadap saudara FSP alias Fakarich,"" ujar Gatot saat dikonfirmasi, Selasa (29/3/2022).Gatot menjelaskan bahwa Fakarich bakal diperiksa sebagai saksi dalam kasus Binomo.Dia diduga sebagai sosok yang kerap merekrut afiliator Binomo.""Terkait peran yang bersangkutan selaku perekrut para afiliator,"" katanya.Diberitakan sebelumnya, Bareskrim Polri memperbarui informasi soal pemanggilan Fakarich yang disebut-sebut guru atau mentor trading Indra Kenz dalam kasus dugaan penipuan binary option melalui aplikasi Binomo.Menurut Kepala Bagian Penerangan Masysarakat (Kabag Penum) Divisi Humas Polri, Kombes Pol Gatot Repli Handoko, Fakarich kerap merekrut afiliator Binomo melalui media sosial."
34,Fandi Permana,"Bahas Rencana E-Tilang Batas Kecepatan di Tol, Hari Ini Polda Metro Rapat dengan Stakeholder",29 Maret 2022 09:50 WIB,https://www.tribunnews.com/metropolitan/2022/03/29/bahas-rencana-e-tilang-batas-kecepatan-di-tol-hari-ini-polda-metro-rapat-dengan-stakeholder,"Laporan Wartawan Tribunnews.com, Fandi PermanaTRIBUNNEWS.COM, JAKARTA - Direktorat Lalu Lintas Polda Metro Jaya melakukaan rapat koordinasi dengan sejumlah pihak untuk membahas rencana pemberlakuan tilang di jalan tol terkait aturan batas kecepatan maksimal.Pihak-pihak yang diundang di antaranya Badan Pengelola Transportasi Jalan (BPTJ), Jasa Marga, Kejaksaan, Pengadilan, dan Dinas Perhubungan.Para stakeholder ini duduk bersama untuk membahas aturan kecepatan maksimal 120 km/jam di ruas jalan tol.""Hari ini kita rapat dengan Jasa Marga dan pengelola tol lainnya untuk pemberlakuan batas kecepatan maksimal di Tol,"" kata Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo saat dihubungi, Selasa (29/3/2022).Rapat itu di Gedung Ditlantas Polda Metro Jaya juga membahas petunjuk teknis kebijakan seperti sanksi tilang di ruas jalan tol bagi pelanggar.Sambodo menyebut di ruas tol yang masuk wilayah hukum Polda Metro Jaya sendiri telah terpasang kamera e-TLE. Namun, Sambodo tidak memerinci di mana saja titik-titik kamera elektronik itu telah terpasang.""Pada prinsipnya kita sudah siap. Karena sudah terpasang (kamera e-TLE) semua di ruas tol yang masuk wilayah hukum PMJ,"" jelas Sambodo.Seperti diketahui, Korps Lalu Lintas Polri bakal meluncurkan aturan baru soal batas maksimal kecepatan di tol adalah 120 km/jam. Kebijakan itu akan dimulai pada Aptril 2022.Adapun bagi pengendara yang melanggar akan ditilang.Para pelanggan kecepatan maksimal yang tertangkap di speed kamera lengkap bersama pelat nomor akan dilakukan penegakan hukum berupa sanksi tilang."
35,Faryyanida Putwiliani,"BCA Temui Nasabah yang Kehilangan Uang Rp135 Juta Secara Mendadak, Pastikan Masalah Sudah Selesai",29 Maret 2022 09:48 WIB,https://www.tribunnews.com/bisnis/2022/03/29/bca-temui-nasabah-yang-kehilangan-uang-rp135-juta-secara-mendadak-pastikan-masalah-sudah-selesai,"TRIBUNNEWS.COM - PT Bank Central Asia Tbk (BCA) mengaku telah bertemu dengan nasabah yang kehilangan uang tabungannya sebesar Rp 135 juta.Diketahui pertemuan BCA dengan nasabah yang bernama Hebbie Agus Kurnia tersebut berlangsung di Kantor BCA Dago, Bandung pada Senin (28/3/2022).BCA pun memastikan bahwa masalah ini telah selesai setelah adanya pertemuan antara pihak BCA dan nasabah.Hal tersebut disampaikan langsung oleh Executive Vice President Secretariat & Corporate Communication BCA Hera F Haryn.""Sehubungan dengan adanya keluhan salah satu nasabah di media sosial terkait dugaan kehilangan sejumlah dana via penarikan ATM, dapat kami sampaikan bahwa BCA telah menyelesaikan permasalahan tersebut dengan nasabah,"" kata Hera dilansir Kompas.com, Selasa (29/3/2022).Hera menjelaskan, hilangnya uang Hebbie yang mencapai Rp 135 juta tersebut dikarenakan kartu ATM-nya terkena skimming.Diketahui skimming adalah bentuk tindak kejahatan berupa pencurian data pengguna ATM yang nantinya digunakan untuk membobol rekening.Oleh karena itu Hera mengimbau para nasabah untuk melakukan penggantian PIN secara berkala.Hal tersebut dilakukan agar nasabah bisa terhindar dari kejahatan skimming.""Kami mengimbau kepada nasabah untuk dapat mengganti PIN kartu ATM secara berkala. Hal ini akan mencegah kejahatan skimming meskipun kode pin ATM sudah pernah terekam oleh pelaku skimming,"" terang Hera."
