,Author,Judul Berita,Date,Link,Content
10,Larasati Dyah Utami,Menlu RI Singgung Pendidikan Perempuan saat Bertemu Taliban di Doha,29 Maret 2022 10:21 WIB,https://www.tribunnews.com/internasional/2022/03/29/menlu-ri-singgung-pendidikan-perempuan-saat-bertemu-taliban-di-doha,"TRIBUNNEWS.COM, JAKARTA – Menteri Luar Negeri Indonesia (Menlu RI) Retno Marsudi menyinggung pendidikan bagi anak perempuan Afghanistan kepada perwakilan Taliban yang ada di Doha, Qatar.“Dalam kesempatan kunjungan saya ke Doha kali ini, bersama dengan Asisten Menlu Qatar, Lolwah binti Rashid Al Khater, saya melakukan pertemuan informal dengan Amir Khan Muttaqi dari Taliban,” kata Retno pada konferensi pers, Senin (29/3/2022).Retno sampaikan concern Indonesia atas kebijakan penutupan akses terhadap sekolah tingkat atas bagi perempuan di Afghanistan.Menlu perempuan pertama di Indonesia tersebut menegaskan bahwa pendidikan perempuan sangat penting bagi masa depan Afghanistan.Ia juga menegaskan kembali komitmen Indonesia untuk menciptakan stabilitas, perdamaian dan kemakmuran di Afghanistan.“Saya sampaikan dalam pertemuan Taliban bersama Qatar, bahwa Indonesia telah menandatangani LoI mengenai kesediaan kedua negara memberikan beasiswa dan capacity building bagi semua, for all, tentunya dengan memberikan perhatian besar pada perempuan,” ujarnya.Indonesia telah menandatangani Letter of Intent (LoI) tentang pemberian bantuan kemanusiaan dan pembangunan bagi rakyat Afghanistan pada 27 Maret 2022.LoI tersebut menunjukkan komitmen kedua negara untuk terus membantu rakyat Afghanistan.Terutama di bidang pendidikan dan capacity building termasuk untuk kaum perempuan dan anak-anak di Afghanistan.Bantuan yang didesain untuk jangka panjang ini terdiri dari beasiswa untuk perguruan tinggi untuk mahasiswa Afghanistan, khususnya perempuan, pelatihan vokasi sesuai dengan kebutuhan masyarakat Afghanistan; dan penyelenggaraan dialog mengenai peran perempuan di Afghanistan.“Untuk tujuan tersebut, kita terus melakukan engagement dengan seluruh pihak, dan mencoba terus menjalankan posisi sebagai bridge-builder,” ujarnya."
11,Anita K Wardhani,Inul Daratista Akui Merugi Miliaran Rupiah Setiap Buka Bisnis,29 Maret 2022 10:20 WIB,https://www.tribunnews.com/seleb/2022/03/29/inul-daratista-akui-merugi-miliaran-rupiah-setiap-buka-bisnis,"Laporan Wartawan Wartakotalive.com, Arie Puji WaluyoTRIBUNNEWS.COM, JAKARTA - - Nama Inul Daratista dianggap sebagai artis yang sukses dengan bisnis rumah karaokenya selama ini.Tentu ada kunci dibalik kesuksesan Inul Daratista dalam mengembangkan bisnis karaokenya, yang ia jalani selama bertahun-tahun.""Kalau orang mau bisnis harus siap duitnya. Aku pengalaman mau usaha modal utamanya duit. Mau ngapain ada pemikiran bikin apa apa, kalau gak ada duitnya sama aja bohong,"" kata Inul Daratista dalam kanal Youtube Kuy Entertakment, dikutip Wartakotalive.com, Selasa (29/3/2022).""Ya harus siap menghadapi keuangan gak nentu,"" sambungnya.Selain itu, dalam menjalani bisnis diakui wanita berusia 43 tahun itu harus siap dengan segala kemungkinan, termasik merugi.""Jngan bisnis kalau gamau rugi atau duitnya ilang. Aku bisnis apa aja duit ya ilang, gak nanggung nanggung miliaran rupiah juga,"" ucapnya.Tak hanya itu saja, istri Adam Suseno tersebut tak menampik menjadi pebisnis, harus punya visi misi yang bagus dan juga jelas.Lalu, seorang pebisnis disebut pedangdut yang tenar dengan Goyang Ngebornya, harus tahu mau dibawa kemana bisnis yang dijalani.""Harus paham lah seperti apa bisnisnya, mau dibawa kemana, bisa analisis bisnis lah. Saya gabisa orang buka asal frencise. Harus baca kondisi. Bangun bisnis susah,"" jelasnya.Saat memulai bisnis karaoke, wanita bernama asli Ainur Rokhimah itu tidak tahu makna dari kata-kata yang digunakan dalam bisnia.""Jadi aku memilai dari nol, aku belajar sama pegawai, ikutin prosesnya sampai perizinan aja, aku temuin Bupati atau Walikotanya,"" terangnya.""Kalau suruh orang ada selek apa kan. Lebih baik dan lebih sopan aku yang menghadap sendiri. Dari 100 cabang semuanya udah aku samperin,"" sambungnya.Dengan kunci tersebut, Inul Daratista pun berhasil mengembangkan bisnis karaokenya. Selama ini sudah 140 rumah karaoke yang ia jalani.""Ya engga gampang. Butuh konsentrasi, fokus, dan uang menjalani semua ini,"" ujar Inul Daratista."
12,Larasati Dyah Utami,Indonesia Konsultasi Persiapan KTT G20 di Tengah Krisis Rusia - Ukraina,29 Maret 2022 10:19 WIB,https://www.tribunnews.com/internasional/2022/03/29/indonesia-konsultasi-persiapan-ktt-g20-di-tengah-krisis-rusia-ukraina,"Laporan Wartawan Tribunnews, Larasati Dyah UtamiTRIBUNNEWS.COM, JAKARTA – Indonesia melakukan konsultasi mengenai persiapan KTT G20 dengan beberapa negara anggota G20 yang hadir dalam Doha Forum, ditengah krisis Rusia – Ukraina.Menteri Luar Negeri (Menlu) Retno Marsudi mengatakan sebagai presiden G20, Indonesia terus melakukan konsultasi dengan semua negara anggota G20 jelang KTT Oktober mendatang.""Konsultasi ini tidak saja dilakukan pada tingkat Presiden namun juga Menlu, Menkeu dan sampai level Sherpa dan deputi,"" kata Retno pada konferensi pers, Senin (29/3/2022).Menlu RI melakukan konsultasi mengenai persiapan KTT G20 dengan beberapa negara anggota G20 yang hadir dalam Doha Forum, yaitu: Menlu Uni Eropa; Menlu Arab Saudi; dan Menlu Meksiko.Retno mengatakan situasi di Ukraina membawa dampak yang sangat besar bagi semua negara, bagi semua kegiatan yang dilakukan semua negara dunia, termasuk G20.Oleh karena itu, ia menegaskan Presidensi G20, Indonesia akan terus melakukan konsultasi, serta mendengarkan semua pandangan dan saran.Hal ini dilakukan sambil terus mengingatkan harapan dunia terhadap G20, yang menginginkan G20 dapat menjadi katalis bagi pemulihan pandemi dan pemulihan ekonomi."
13,Nuryanti,"CARA Cek Pengumuman SNMPTN 2022 di pengumuman-snmptn.ltmpt.ac.id, Dilengkapi 31 Link Mirror",29 Maret 2022 10:18 WIB,https://www.tribunnews.com/nasional/2022/03/29/cara-cek-pengumuman-snmptn-2022-di-pengumuman-snmptnltmptacid-dilengkapi-31-link-mirror,"TRIBUNNEWS.COM - Berikut cara mengecek hasil Seleksi Nasional Masuk Perguruan Tinggi Negeri (SNMPTN) 2022, beserta link pengumumannya.Hasil SNMPTN 2022 akan diumumkan pada hari ini, Selasa (29/3/2022) pukul 15.00 WIB.Pengumuman SNMPTN dapat diketahui melalui laman resmi https://pengumuman-snmptn.ltmpt.ac.id/.Selain itu, ada 31 laman mirror untuk mengecek pengumuman hasil SNMPTN 2022.""Pengumuman dapat diakses pada 29 Maret 2022 mulai pukul 15.00 WIB melalui laman Utama: https://pengumuman-snmptn.ltmpt.ac.id dan laman Mirror yang akan diumumkan kemudian.""""Persiapkan diri untuk hasil apapun yang diterima nanti. Semoga hasil yang diterima dapat menjadi motivasi bagi siswa untuk menjadi individu yang lebih baik dan memberikan kontribusi nyata bagi bangsa dan negara,"" tulis akun Instagram LTMPT @ltmptofficial.Lantas, bagaimana cara mengecek hasil seleksi?Berikut cara mengecek hasil SNMPTN 2022:1. Buka laman pengumuman-snmptn.ltmpt.ac.id;2. Masukkan nomor pendaftaran dan tanggal lahir peserta;"
14,Anita K Wardhani,"Tak Laris Jadi Biduan, Ovi Sovianti Eks Duo Serigala Kini Jualan Ikan Tuna Demi Bertahan Hidup",29 Maret 2022 10:17 WIB,https://www.tribunnews.com/seleb/2022/03/29/tak-laris-jadi-biduan-ovi-sovianti-eks-duo-serigala-kini-jualan-ikan-tuna-demi-bertahan-hidup,"Laporan Wartawan Wartakotalive.com, Arie Puji WaluyoTRIBUNNEWS.COM, JAKARTA - Pedangdut Ovi Sovianti lama menghilang dan tak ada kabarnya bak ditelan bumi selama dua tahun belakangan ini.Ovi Sovianti jarang muncul dalam pemberitaan mana pun dan juga, wajah cantiknya jarang terpampang dalam sebuah acara.Ovi Sovianti mengaku pekerjaannya kurang baik selama pandemi covis-19 menghantam Indonesia sejak Maret 2020.""Kabarku puji tuhan baik. Cuma memang job off air tuh engga ada sama sekali,"" kata Ovi Sovianti kepada Wartakotalive.com, ketika ditemui di G Place 7 Kota Wisata, Kabupaten Bogor, Jawa Barat, Senin (28/3/2022).Wanita berusia 27 tahun itu mengungkapkan, dirinya hanya menerima pekerjaan di dunia akting dan hanya beberala judul saja.""Manggung paling streaming aja,"" ucapnya.Karena sepinya pekerjaan di musik, mantan personil grup dangdut Duo Serigala itu memutuskan untuk membantu suami, Franky atau Bang Botak berjualan atau membuka lagi usaha kuliner King Tuna khas Manado.""Ya demi bertahan hidup, aku jualan sama suami. Nerusin usaha kuliner yang kemarin sempat tutup sih. Dulu buka di Jakarta, sekarang di Kota Wisata,"" jelasnya.Kembali membuka bisnis kuliner Ikan Tuna, karena pelantun Dasar Ndeso Narsis, Bahagia Selamanya, dan Lockdown Cintaku itu memahami usahanya.""Kalau buka usaha baru lagi bukan takut untuk bertarung. Buka usaha dan brand baru engga, mending jalanin aja yang ada tinggal menata lagi,"" ungkapnya.Ovi Sovianti bersyukur usaha kulinernya yang baru ia jalani lagi lebih dari seminggu ini, mendapat omzet yang bagus.""Omzetnya awal awal ini baru banget belum sebulan, alhamdulillah puji tuhan bagus,"" ujar Ovi Sovianti."
15,Reza Deni,Pengamat Ungkap Dua Makna Terkait Demo Masak Tanpa Minyak Goreng yang Digelar PDIP,29 Maret 2022 10:15 WIB,https://www.tribunnews.com/nasional/2022/03/29/pengamat-ungkap-dua-makna-terkait-demo-masak-tanpa-minyak-goreng-yang-digelar-pdip,"Laporan Reporter Tribunnews.com, Reza DeniTRIBUNNEWS.COM, JAKARTA - Pengamat Politik Universitas Negeri Jakarta Ubedilah Badrun menilai demo masak tanpa minyak goreng bisa dimaknai dua hal.Pertama, yakni sebagai edukasi terhadap generasi muda soal kebudayaan kuliner yang beragam.Kedua sebagai satire untuk Presiden Jokowi yang gagal mengatur para oligarki.PDIP ingin mengatakan kepada kadernya dan masyarakat luas belum bisa memasak tanpa minyak goreng.Pasalnya, rasa-rasanya hampir seluruh budaya kuliner di seluruh Indonesia memiliki budaya masak tanpa minyak goreng.""Makna edukasinya lebih kepada mengingatkan kembali, terutama pada generasi milenial dan generasi Z. Tetapi apakah generasi milenial dan generasi Z tertarik? Itu dia problemnya, perlu riset terkait respon generasi milenial dan generasi Z tentang demo masak PDIP ini di tengah mereka menyenangi kuliner yang instan,"" kata Ubedilah dalam pesan yang diterima, Selasa (29/3/2022).Untuk satire, Ubed menilai PDIP ingin menyampaikan kritik kepada Jokowi yang gagal mengatur para oligarki dan Menteri Perdagangan soal kelangkaan minyak goreng ini.""Kritik ini dilakukan secara satire dengan menunjukan bahwa Megawati sampai turun tangan loh memberi solusi kultural dalam menghadapi kelangkaan dan mahalnya minyak goreng. Masa ngurus minyak goreng saja tidak bisa?"" kata Ubed.""Kasian rakyat kecil yang biasa jualan gorengan, pisang goreng, singkong goreng, mendoan, dan lain-lain warung rakyat,"" katanya."
16,Theresia Felisiani,"Modus Curanmor Makin Beragam: Debt Collector, Pura-pura Jadi Pasien Berobat dan Gendong Balita",29 Maret 2022 10:14 WIB,https://www.tribunnews.com/metropolitan/2022/03/29/modus-curanmor-makin-beragam-debt-collector-pura-pura-jadi-pasien-berobat-dan-gendong-balita,"TRIBUNNEWS.COM, JAKARTA - Aksi kejahatan jelang Ramadan kian marak.Satu di antaranya pencurian sepeda motor.Belakangan curanmor dengan beragam modus terjadi di ibu kota.Mulai dari menjadi debt collector, pura-pura berobat di tempat terapi.Bahkan ada pelaku yang menggendong balita agar tidak dicurigai.Balita tak berdosa itu dijadikan tameng agar pencuriannya mulus.Berikut sejumlah aksi pencurian motor di ibu kota yang dirangkum Tribunnews.com:Bermodus Debt Collector, Siang Bolong Komplotan Begal Rampas Motor Warga di Cipinang MelayuKasus perampasan sepeda motor bermodus debt collector terjadi di Jalan Inspeksi Tarum, Kelurahan Cipinang Melayu, Kecamatan Makasar, Jakarta Timur.Korban, Khaerul Ilham (23) sepeda motor Honda berpelat B 5346 FEJ digondol komplotan maling beranggotakan delapan orang pria pada Rabu (23/3/2022), sekitar pukul 14.00 WIB."
17,Dewi Agustina,Pelangi Testimoni Citarum Harum,29 Maret 2022 10:12 WIB,https://www.tribunnews.com/tribunners/2022/03/29/pelangi-testimoni-citarum-harum,"SIANG itu, Bukit Cisanti yang merupakan hulu Sungai Citarum cukup sejuk. Langit melukiskan suasana “mendung tanpo udan”.Sebuah tenda berbalut kain merah-putih tampak megah, dengan hamparan karpet dan meja pendek, pertanda di situ akan digelar acara reriungan sambil lesehan.Di meja, selain benda wajib hand sanitizer, tampak satu piring berbalut tutup plastik wrap berisi kacang rebus, jagung rebus, dan umbi rebus.Kasdam III/Siliwangi, Brigjen TNI Dian Sundian sebagai tuan rumah, tampak sudah ada di lokasi, saat penggagas Citarum Harum, yang juga mantan Pangdam III/Siliwangi, Letjen TNI Purn Doni Monardo tiba di tempat.Doni Monardo langsung memandang sekeliling area titik nol, hulu Sungai Citarum yang sangat sejuk penuh pepohonan. “Luar biasa… padahal dulu tempat ini gersang,” kata Doni sambil tertawa senang.Prajurit Siliwangi tampak siaga dan sigap mengatur rangkaian acara kunjungan Doni Monardo yang saat ini menjabat Komisaris Utama PT MIND.ID, sebuah perusahaan konsorsium yang membawahkan perusahaan-perusahaan tambang milik negara.Ia mengajak serta jajaran direksi dan staf BUMN-BUMN tambang untuk melihat dari dekat program Citarum Harum. Harapannya, BUMN-BUMN tambang bisa mengambil hal-hal positif dari Cisanti untuk diaplikasikan dalam mereklamasi lahan bekas tambang di penambangan masing-masing.Kasdam Brigjen Dian mengucapkan selamat datang kepada seluruh hadirin.Sebagai pejabat yang belum lama menjabat, ia mengaku langsung terlibat pula dalam program Citarum Harum warisan Doni Monardo.""Jika Sungai Citarum makin baik kondisinya, itu bukti bahwa Satgas bekerja. Meski begitu, kami tetap memohon arahan kepada pak Doni serta para senior."""
18,Hasanudin Aco,ITI Kerjasama PICES dalam Penelitian & Pengembangan Teknologi Sumberdaya Perikanan dan Kelautan,29 Maret 2022 10:11 WIB,https://www.tribunnews.com/bisnis/2022/03/29/iti-kerjasama-pices-dalam-penelitian-pengembangan-teknologi-sumberdaya-perikanan-dan-kelautan,"TRIBUNNEWS.COM, JAKARTA - Dalam rangka meningkatkan kemampuan sumber daya manusia (SDM) dalam bidang ilmu pengetahuan dan teknologi pengelolaan sumberdaya kelautan, pesisir dan perikanan berkelanjutan,Institut Teknologi Indonesia (ITI) dan North Pacific Marine Science Organization (PICES) melaksanakan kegiatan kerjasama penelitian “Pembangunan jaringan peringatan lokal untuk deteksi dan dimensi manusia keracunan ikan Ciguatera di masyarakat Indonesia” (Building local warning networks for the detection and human dimension of Ciguatera fish poisoning in Indonesian communities).Kerjasama ini dilaksanakan rangka meningkatkan kemampuan sumber daya manusia (SDM) dalam bidang ilmu pengetahuan dan teknologi pengelolaan sumberdaya kelautan, pesisir dan perikanan berkelanjutan.Kerjasama penelitian ini diawali dengan penandatanganan Memorandum of Understanding (MoU) dan Implementation Agreement (IA) pada Rabu (23/3/2022) yang dilaksanakan secara daring dan luring dengan tetap memperhatikan protokol kesehatan.MoU yang ditandatangani oleh Rektor ITI  Dr. Ir. Marzan Aziz Iskandar,  Secretary Executive of PICES  Dr. Sonia Batten dan Chair of PICES Human Dimension Committee Dr. Mitsutaku Makino.Kedua pihak menyepakati kerjasama dalam bidang ""Pengembangan Teknologi dan Pendidikan Bidang Pengelolaan dan Pemanfaatan Sumberdaya Perikanan dan Kelautan"".Adapun Implementation Agreement yang ditandatangani oleh Chair of PICES Human Dimension Committee Dr. Mitsutaku Makino dengan Ketua Program Studi Teknologi Industri Pertanian (TIP) ITI  Shinta Leonita  diwujudkan untuk terlaksananya kerjasama penelitian pembangunan jaringan peringatan lokal untuk deteksi dan dimensi manusia keracunan ikan Ciguatera di masyarakat Indonesia  atau building local warning networks for the detection and human dimension of Ciguatera fish poisoning in Indonesian communities.Acara penandatanganan naskah kerjasama ini dihadiri dan disaksikan oleh Wakil Rektor Bidang Akademik, Penelitian dan Kemahasiswaan, Wakil Rektor Bidang Bisnis, Kerjasama dan Sumberdaya, Delegasi PICES yang diwakili oleh Dr. Alexander Bychkov (PICES Secretariat), Prof. Marxwell (University of Maine-USA), Dr. Shion Tekemura (MAFF Japan), serta jajaran Pimpinan ITI.Dalam sambutannya, Rektor ITI sangat mendukung berbagai upaya membangun sinergitas untuk meningkatkan kompetensi dan kualitas SDM ITI dan Masyarakat Indonesia.Sesuai dengan visi misi dan peran ITI sebagai the Technology-based Entrepreneur University untuk menjawab tantangan pembangunan nasional dan global."
19,Pramesti RizkiAstarianti,Alasan Ricky W Miraza Pilih Kalina Oktarani Jadi Kekasihnya: Sosok Dia Beda dari yang Lainnya,29 Maret 2022 10:10 WIB,https://www.tribunnews.com/seleb/2022/03/29/alasan-ricky-w-miraza-pilih-kalina-oktarani-jadi-kekasihnya-sosok-dia-beda-dari-yang-lainnya,"TRIBUNNEWS.COM - Artis Kalina Oktarani kini telah melabuhkan hatinya kepada aktor Ricky W Miraza.Mereka menjalin hubungan asmara setelah Kalina berpisah dari mantan suaminya, Vicky Prasetyo.Dikutip dari kanal YouTube Dapur Bincang Online, Minggu (27/3/2022), Ricky W Miraza membeberkan alasannya memilih Kalina sebagai pendampingnya.""Aku nggak bilang umur di sini ya, secara pikiran dia (Kalina) lebih dewasa, otomatis itu lah ya,"" ujar Ricky.Diketahui, Ricky W Miraza saat ini berusia 24 tahun.Di usia 24 tahun ini, ia mengaku baru mendapatkan pengalaman dari kehidupannya.Sehingga, ia membutuhkan sosok seperti Kalina untuk memberi nasihat.""Di usia aku yang 24 tahun ini baru melihat dunia, semua masukan-masukan, nasihat dari dia, obrolan dari dia, semua berguna dengan cara aku menghadapi duniaku yang sekarang,"" ujar Ricky.Menjalin hubungan dengan wanita yang usianya lebih dewasa merupakan pengalaman pertama Ricky W Miraza.Namun, Ricky W Miraza mengaku sosok Kalina berbeda dari wanita lainnya."
20,bayu indra permana,"Sopir Lalai, Mengemudikan Mobil Saat Mengantuk, Personel D'Masiv Akan Lanjutkan ke Proses Hukum?",29 Maret 2022 10:10 WIB,https://www.tribunnews.com/seleb/2022/03/29/sopir-lalai-mengemudikan-mobil-saat-mengantuk-personel-dmasiv-akan-lanjutkan-ke-proses-hukum,"Laporan Wartawan Tribunnews.com, Bayu Indra PermanaTRIBUNNEWS.COM, JAKARTA - Rian bersama dua personil D'Masiv lainnya mengalami kecelekaan di Situbondo Jawa Timur karena kelalaian sopir yang menjemput mereka.Sopir yang berasal dari pihak penyelenggara itu diketahui mengantuk saat harus menjemput Rian, Rama, Wahyu dan Tomi dari bandaraAkibatnya mobil yang dikendarai supir tersebut membentur tiang lampu dan memyebabkan tiga personil D'Masiv dan satu asistennya luka-luka.""Kemaren polisi juga sempet nanya, karena ini kelalaian sopirnya. Saya sempet marah juga sih, harusnya kalo ngantuk berenti, dia nangis dan minta maaf,"" tutur Rian di kediamannya di kawasan Pondok Indah, Jakarta Selatan, Senin (28/3/2022).""Saya tetep harus marah dan untungnya dia gak kabur, dia kooperatif, polisi nanya gimana, saya serahkan ke manajemen aja lah,"" terang Rian.Rian menyerahkan keputusan untuk melanjutkan ke proses hukum atau tidak ke pihak manajemen D'Masiv.""Biar manajemen yang menentukan,"" terangnya.Bagi Rian ia masih bisa selamat dalam kecelakaan tersebut sudah lebih dari cukup. Dirinya tak mau memperpanjang masalah tersebut.""Kita mah selamet udah alhamdulillah, kalo dipanjangin percuma juga, buat kita sih udah cukup,"" ungkapnya."
21,Sanusi,CEO GoTo Klaim Kontribusi Gojek Terhadap Perekonomian Nasional Tembus Rp 249 Triliun di 2021,29 Maret 2022 10:09 WIB,https://www.tribunnews.com/techno/2022/03/29/ceo-goto-klaim-kontribusi-gojek-terhadap-perekonomian-nasional-tembus-rp-249-triliun-di-2021,"TRIBUNNEWS.COM, JAKARTA - Di sepanjang 2021, ekosistem Gojek berdasarkan riset Lembaga Demografi (LD) FEB Universitas Indonesia (UI), berkontribusi terhadap perekonomian nasional sebesar Rp 249 triliun atau setara 1,6% kepada Pendapatan Domestik Bruto (PDB) Indonesia.Adapun kontribusi ini meningkat 60% dibandingkan 2019-2020.CEO PT GoTo Gojek Tokopedia, Kevin Aluwi mengatakan, dalam menghadapi tantangan pandemi Covid-19 karena fleksibiltas model bisnis dan pola kemitraan, pihaknya bisa beradpatasi dan berinovasi sehingga memungkinkan mitra memaksimalkan pendapatan di tengah banyaknya pembatasan mobilitas.“Hal ini terbukti meningkatnya jumlah mitra di Gojek lebih dari 250.000 mitra usaha kuliner bergabung di GoFood sejak awal pandemi. Kini total 1 juta mitra usaha GoFood dengan 99% di antaranya adalah UMKM,” jelasnya dalam Rapat Dengar Pendapat Umum (RDPU) Komisi V DPR RI, Senin (28/3).Adapun saat pandemi, sebanyak 90% pelaku usaha di Tokopedia berskala mikro dan 68,6% penjual yang bergabung saat pandemi merupakan pencari nafkah tunggal untuk keluarga. Adapun 7 dari 10 usaha diklaim mengalami peningkatan volume penjualan sebesar 133%.Mengenai dampak ekonomi berdasarkan Lembaga Demografi FEB UI, kontribusi Gojek selama 2021 sebesar Rp 249 triliun atau setara dengan 1,5 % dari PDB. Angka ini sangat signifikan karena dari satu perusahaan saja. Adapun kontribusi ini dikatakan Kevin meningkat 60% dibandingkan 2019-2020.“Ekosistem gojek berhasil membantu pemulihan ekonomi melalui peningkatan pendapatan mitra hingga Rp 66 triliun dari 2020 ke 2021. Adapun mitra driver Gocar dan Goride juga mengalami peningkatan pendapatan masing-masing sebesar 24% dan 18% dibandingkan 2020,” ungkapnya."
22,Content Writer,Sejumlah Kepala Daerah Hadiri Healthy Cities Summit 2022 di Kota Semarang,29 Maret 2022 10:06 WIB,https://www.tribunnews.com/nasional/2022/03/29/sejumlah-kepala-daerah-hadiri-healthy-cities-summit-2022-di-kota-semarang,"TRIBUNNEWS.COM, SEMARANG - Gelaran Healthy Cities Summit 2022 di Kota Semarang resmi dibuka pada Senin (28/3/2022). Sejumlah kepala daerah dari berbagai wilayah terlihat hadir pada kegiatan yang dipusatkan di Hotel Patra Jasa Kota Semarang tersebut.Di antaranya ada Wali kota Solo GIbran Rakabuming Raka, Wali kota Bogor Bima Arya, Wali kota Tangerang Arief Wismansyah, Wali kota Bengkulu Helmi Hasan, Bupati Banyuwangi Ipuk Fiestiandini, Bupati Kendal Dico Ganinduto, serta Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Semarang Hendrar Prihadi selaku tuan rumah.Adapun kegiatan Semarang Healthy Cities Summit 2022 dibuka oleh Wakil Presiden Republik Indonesia Ma'ruf Amin yang hadir secara daring dalam kesempatan tersebut. Selain itu kegiatan tersebut mendapuk pula Menteri Dalam Negeri Tito Karnavian untuk dapat memberikan sambutan kunci yang juga dilakukan secara daring.Dengan banyaknya tokoh yang terlibat pada kegiatan forum kota / kabupaten sehat tersebut, Wali Kota Semarang, Hendrar Prihadi pun mengungkapkan rasa terima kasihnya kepada seluruh peserta yang hadir, baik secara langsung, maupun daring.Dirinya sendiri berharap kegiatan Semarang Healthy Cities Summit 2022 dapat menjadi momentum kebangkitan bersama seluruh daerah di Indonesia dari pandemi covid-19.""Selama dua tahun kita belajar untuk menghadapi pandemi, berbagai kegiatan harus ditunda, daya tarik wisata untuk mendongkrak ekonomi juga harus dihentikan aktivitasnya. Untuk itu semoga Healthy Cities Summit 2022 di Kota Semarang ini dapat menjadi momentum bersama, untuk belajar bersama, dan bangkit bersama,"" tutur Hendi, biasa akrab disapa Wali Kota Semarang itu.Di sisi lain gelaran Healthy Cities Summit sendiri yang akan berjalan hingga tanggal 30 Maret 2022 juga disebut Hendi dapat membawa berkah untuk Kota Semarang.""Pada tahun 2020 pertumbuhan ekonomi Kota Semarang minus 1,85% dan kemudian berhasil naik lagi menjadi positif 5,16% di 2021. Semoga melalui event ini bisa lebih bergerak lagi roda perekonomian di Kota Semarang,"" harapnya.Senada, Ketua Forum Kota Sehat Kota Semarang, Krisseptiana Hendrar Prihadi juga mengungkapkan rasa syukurnya atas antusias peserta terhadap gelaran Semarang Healthy Cities Summit 2022. Sama dengan Hendi, Krisseptiana juga meyakini gelaran tersebut dapat menjadi forum untuk saling menginspirasi antar daerah, terutama dalam membangun Kota / Kabupaten Sehat.""Banyak diskusi yang akan diangkat, bukan hanya soal pandemi covid-19, tapi juga tentang stunting, angka kematian ibu dan anak, ketahanan pangan dan gizi, serta kemandirian masyarakat yang menjadi penting untuk kita bangun bersama,"" tekannya.Sementara itu, Hendi dalam kapasitasnya sebagai Wali Kota Semarang juga menekankan pentingnya setiap daerah mengupayakan terwujudnya tatanan kota sehat. ""Setidaknya ada 6 tatanan kota sehat yang harus menjadi perhatian, tidak hanya bicara tentang fisiknya yang sehat, tapi bagaimana masyarakat juga memiliki kehidupan sosial yang sehat,"" paparnya."
23,Dwi Setiawan,Alasan Mengapa Cedera Marc Marquez Terasa Mengkhawatirkan & Ancam Kariernya di MotoGP,29 Maret 2022 10:06 WIB,https://www.tribunnews.com/sport/2022/03/29/alasan-mengapa-cedera-marc-marquez-terasa-mengkhawatirkan-ancam-kariernya-di-motogp,"TRIBUNNEWS.COM - Insiden yang sempat menimpa Marc Marquez (Repsol Honda) saat menjalani agenda MotoGP Mandalika 2022 nyatanya tampak mengkhawatirkan.Pembalap asal Spanyol itu diketahui mengalami insiden highside tepatnya di sesi Kualifikasi MotoGP 2022 seri kedua di Sirkuit Mandalika, pekan lalu.Buntut kecelakaan tersebut, Marquez akhirnya harus rela absen dan menjadi penonton balapan MotoGP Mandalika 2022.Pasca insiden tersebut, Marquez mendapatkan kabar kurang bagus lantaran mengalami penglihatan ganda alias diplopia.Dilansir Crash, kerusakan saraf pada mata Marquez kali ini memang tidak separah daripada kejadian sebelum-sebelumnya.Hanya saja memang hal itu tetap bisa berpengaruh terhadap kondisi Marquez kedepannya.Keith Huewen yang merupakan mantan pembalap motor dan komentator MotoGP merasa khawatir dengan kondisi yang dialami Marquez.Huewen merasa masalah yang dialami Marquez bukanlah seperti cedera pada umumnya yang bisa ditangani dengan langkah medis yang umum.Ia pun juga membeberkan alasan mengapa cedera yang dialami Marquez terasa mengkhawatirkan dan bisa mengancam kariernya di MotoGP.""Cedera Marquez tidak seperti patah tulang yang bisa diperbaiki secara mekanis,"" akui Huewen."
