title,date,author,link,category,website,content
"Motor Klasik untuk Pengusaha UMKM Ini Dibanderol Mulai Rp 13,9 Jutaan",02-4-2022,M Luthfi Andika - detikOto,https://oto.detik.com/motor/d-6012791/motor-klasik-untuk-pengusaha-umkm-ini-dibanderol-mulai-rp-139-jutaan,popular,detik,"Akhirnya produsen motor asal India TVS resmi menjual motor bergaya klasik TVS XL 100 Heavy Duty i-Touchstart. Motor serba bisa ini memiliki harga Rp 13.900.000 untuk warna hitam dan Rp 14.390.000 untuk warna coklat On The Road (OTR) Jabodetabek.PT TVS Motor Company Indonesia mengatakan TVS XL 100 Heavy Duty i-Touchstart bisa digunakan sebagai pendukung operasional bisnis. Bahkan dengan tampilan yang unik dan memiliki teknologi terkini yang disematkan pada TVS XL 100 Heavy Duty i-Touchstart mampu membuat konsumen penasaran.""Kami menawarkan harga Rp 13,9 juta untuk yang berwana hitam dan Rp 14,390.000 untuk yang berwarna coklat,"" jelas Presiden Direktur PT TVS Motor Company Indonesia, J Thangarajan.Thangarajan juga menyampaikan TVS XL 100 Heavy Duty i-Touchstart diklaim bakal cocok untuk digunakan masyarakat wirausaha yang merintis usaha bidang distribusi, kuliner dan UMKM lainnya, karena motor asal India ini memang dilahirkan sebagai kendaraan serbaguna yang terjangkau bagi konsumen di Indonesia.TVS XL 100 Heavy Duty i-Touchstart ditawarkan dengan mengandalkan mesin 4-tak satu silinder berkapasitas 99,7 cc. TVS XL 100 Heavy Duty i-Touchstart menawarkan peningkatan tenaga hingga 3,20 kW atau setara dengan 4,3 bhp per 6.000 rpm.TVS XL 100 Heavy Duty i-Touchstart mengandalkan sistem transmisi kecepatan tunggal atau single speed yang unik. Ini sekaligus menjadikan XL 100 sebagai sepeda motor pertama yang dapat dioperasikan hanya dengan satu perpindahan gigi, dan kemudian dapat digunakan sebagai motor bersistem transmisi otomatis."
"Balik ke Indonesia, Chery Lakukan Ini Supaya Tak Kecewakan Konsumen Lagi",02-4-2022,M Luthfi Andika - detikOto,https://oto.detik.com/mobil/d-6012753/balik-ke-indonesia-chery-lakukan-ini-supaya-tak-kecewakan-konsumen-lagi,popular,detik,"Mobil China Chery resmi kembali ke Indonesia dan siap meramaikan kerasnya persaingan industri otomotif tanah air di bawah PT Chery Motor Indonesia. Meski demikian, Chery sadar untuk bisa meraih kepercayaan konsumen di Indonesia tidaklah mudah, terlebih Chery telah memiliki cerita tersendiri di Indonesia.President Director PT Chery Motor Indonesia, Tao Yong mengakui Chery memiliki sejarah yang kurang baik di Indonesia. Namun Chery berjanji, baliknya Chery ke Indonesia kali ini dengan persiapan yang jauh lebih matang.""Kalau bicara konsumen lama, temen-temen lama menggunakan produk Chery kita itu QQ, mungkin saat itu persiapan kita belum cukup, akhirnya kita keluar dari pasar indonesia. Tapi kami belajar dari itu, kami mempersiapkan semua dan memutuskan kembali ke Indonesia dengan membawa produk baru yang sesuai dengan permintaan pasar indonesia,"" ucap Too Yong.Too Yong menambahkan untuk konsumen Indonesia kini tidak perlu khawatir, karena Chery hadir dengan persiapan yang jauh lebih baik.""Konsumen tidak perlu merasa khawatir, chery yang kami bawa saat ini menawarkan teknologi yang baru, yang menambah kepercayaan diri kami (hadir kembali di Indonesia),"" ucap Too Yong.""Selain itu untuk konsumen Chery sebelumnya kita akan tetap welcome dengan mereka dan intinya permasalahan konsumen lama ialah aftersales, dan kita akan men-ckd-kan after sales sehingga bisa memberikan rasa percaya dan mereka bisa percaya lagi,"" tutup Too Yong."
"143 Unit Toyota bZ4X Kawal KTT G20 Bali, Konsumen Umum Kebagian?",02-4-2022,Luthfi Anshori - detikOto,https://oto.detik.com/mobil/d-6012704/143-unit-toyota-bz4x-kawal-ktt-g20-bali-konsumen-umum-kebagian,popular,detik,"Sebanyak 143 unit Toyota bZ4X akan mengawal perhelatan akbar Konferensi Tingkat Tinggi (KTT) G20 di Bali bulan November 2022 nanti. Padahal mobil ini sejatinya belum dijual untuk konsumen umum di Indonesia. Lalu apakah Toyota akan memasarkan bZ4X ini untuk masyarakat di Tanah Air?Marketing Director PT Toyota-Astra Motor (TAM), Anton Jimmi Suwandy, memastikan bahwa bZ4X nantinya juga akan dijual untuk para konsumen umum di Indonesia. Hanya saja untuk kepastian kapan waktunya, Anton belum bisa menegaskan hal itu.""Pada saat ini yang bisa saya confirm bahwa bZ4X akan datang ke Indonesia, itu confirm,"" ungkap Anton dalam diskusi virtual bersama wartawan, Jumat (1/4/2022).Anton menambahkan, sebanyak 143 unit Toyota bZ4X akan dijadikan kendaraan operasional di KTT G20 Bali. ""Mengenai yang lain, kami masih bicarakan, terkait kapan, kemudian detailnya, cara menjualnya, dan lain sebagainya, nanti ditunggu saja, pasti akan kami informasikan,"" sambung Anton.Sebagai catatan, pengembangan Toyota bZ4X dilakukan bersama dengan Subaru. Toyota bZ4X akan menggunakan platform e-TNGA yang telah didesain untuk kendaraan listrik Toyota.Nama bZ sendiri adalah singkatan dari Beyond Zero dan merupakan sebutan untuk keluarga kendaraan listrik Toyota yang akan datang. Perusahaan telah mengajukan merek dagang untuk bZ1X hingga bZ5X.Mobil listrik ini dibekali baterai lithium-ion 355 Volt dengan kapasitas 71,4 kWh. Baterainya ditanam di bawah lantai dan memiliki pengontrol suhu untuk efisiensi. Sekali isi penuh baterai, mobil listrik ini bisa menjangkau jarak 500 km untuk tipe FWD dan 460 km untuk tipe AWD. Baterainya mendukung pengisian daya AC hingga 6,6 kW dan pengisian daya DC hingga 150 kW yang mampu mengisi daya 80 persen dalam 30 menit.Toyota mengklaim kapasitas baterai akan tetap 90 persen dari kondisi awal setelah 10 tahun penggunaan atau 240.000 km. Pada saat yang sama, ada keamanan sel baterai tingkat tinggi termasuk pemantauan tegangan, arus, dan suhu baterai yang berlebihan, penghapusan kontaminasi ditambah pendingin dengan resistansi tinggi.Dalam hal tenaga, Toyota bZ4X FWD hadir dengan motor listrik tunggal yang dipasang di depan. Motor listrik itu bisa menghasilkan tenaga hingga 201 dk. Akselerasi 0-100 km/jam bisa ditempuh dalam 8,4 detik.Sementara varian AWD dibekali dua motor listrik di depan dan belakang. Masing-masing bisa menghasilkan 107 dk dengan output gabungan 215 dk. Meski 85 kg lebih berat, Toyota bZ4X AWD bisa berakselerasi lebih cepat, 0-100 km/jam dalam 7,7 detik."
"Daftar Sekolah Kedinasan 2022, Ini Pilihan Prodi dan Instansi Asalnya",02-4-2022,Trisna Wulandari - detikEdu,https://www.detik.com/edu/seleksi-masuk-pt/d-6012334/daftar-sekolah-kedinasan-2022-ini-pilihan-prodi-dan-instansi-asalnya,popular,detik,"Pendaftaran sekolah kedinasan 2022 dibuka mulai 9 - 30 April 2022. Pendaftar bisa memilih salah satu dari 26 sekolah kedinasan yang tergabung di Sistem Seleksi Sekolah Kedinasan 2022.Calon mahasiswa yang diterima di sekolah kedinasan tersebut bisa mendapat pembebasan biaya kuliah dan penempatan kerja di kementerian dan lembaga pemerintahan.Tahun ini, sekolah kedinasan yang tergabung dalam portal seleksi dikdin.bkn.go.id terdiri dari kampus politeknik dan dan sekolah tinggi di bawah Kementerian Hukum dan HAM hingga Badan Intelijen Negara.Berikut daftar sekolah kedinasan yang membuka pendaftaran lewat Sistem Seleksi Sekolah Kedinasan 2022.Politeknik Statistika Sekolah Tinggi Ilmu Statistik (STIS) memiliki prodi D3 dan D4 Statistika serta D4 Komputasi Statistik. Kampus STIS berada di Bidara Cina, Jakarta Timur.Berdasarkan seleksi tahun lalu, lulusan D3 STIS akan menjadi calon Aparatur Sipil Negara (CASN) golongan II/c dan bertugas di BPS se-Indonesia. Sementara itu, lulusan D4 STIS mendapat golongan III/a dan bertugas baik di BPS, kementerian, lembaga, maupun instansi lainnya se-Indonesia.Politeknik Siber dan Sandi Negara (SSN) memiliki prodi Rekayasa Keamanan Siber, Rekayasa Kriptografi, dan Rekayasa Perangkat Keras Kriptografi. Kampus Poltek SSN terletak di Ciseeng, Bogor, Jawa Barat.Politeknik Ilmu Pemasyarakaran (Poltekip) menawarkan prodi D4 Manajemen Pemasyarakatan, Teknik Pemasyarakatan, dan Bimbingan Pemasyarakatan.Pada seleksi calon taruna (catar) Kemenkumham tahun lalu, taruna Poltekip akan ditempatkan di Bersedia ditempatkan di Unit Pelaksana Teknis (UPT) Pemasyarakatan dan Imigrasi di seluruh wilayah Indonesia setelah lulus.Politeknik Keimigrasian (Poltekim) membuka prodi D4 Manajemen Teknologi Keimigrasian, Administrasi Keimigrasian, Hukum Keimigrasian, dan D3 Keimigrasian.Pada seleksi calon taruna tahun lalu, lulusan Poltekim akan ditempatkan di Unit Pelaksana Teknik (UPT) Pemasyarakatan dan Imigrasi se-Indonesia dalam jabatan Analis Keimigrasian.Institut Pemerintahan Dalam Negeri (IPDN) menawarkan studi di Fakultas Politik Pemerintahan, Fakultas Manajemen Pemerintahan, dan Fakultas Perlindungan Masyarakat.Sejumlah prodi di IPDN di antaranya yaitu D4 Studi Kebijakan Publik, D4 Politik Indonesia Terapan, D4 Pembangunan Ekonomi dan Pemberdayaan Masyarakat, prodi Pemerintahan Daerah, MSDM-SP (Manajemen Sumber Daya Manusia Sektor Publik), prodi Keuangan Publik, dan prodi Teknologi Rekayasa Ilmu Pemerintahan.Sekolah Tinggi Intelijen Negara (STIN) memiliki prodi S1 Agen Intelijen, Teknologi Intelijen, Cyber Intelijen, dan Ekonomi Intelijen. Taruna STIN mendapat gratis biaya kuliah, asrama, konsumsi, seragam, dan diangkat jadi CPNS setelah kuliah.Jika ingin meneruskan pendidikan, STIN juga membuka program Magister Terapan Intelijen Medik Chemistry dan Nuclear Hazard serta Biological Hazard, Intelijen Medik, Teknologidan Cyber, Intelijen Ekonomi, Kajian Intelijen, dan S3 Analisis Strategi Intelijen.PKN STAN menawarkan D4 Akuntansi Sektor Publik, Manajemen Keuangan, dan Manajemen Aset Publik. Lulusan D4 PKN STAN bisa diangkat menjadi CPNS Kementerian Keuangan atau kementerian lain, lembaga, dan pemda sesuai formasi atau kebutuhan yang tersdia di tahun bersangkutan.Perlu diketahui, PKN STAN menerapkan sistem gugur bagi mahasiswa yang tidak memenuhi syarat kelulusan pada tiap semester. Mahasiswa yang terkena drop out (DO) tersebut dilarang mendaftar lagi di STAN.Politeknik Transportasi Darat Indonesia (PTDI) Sekolat Tinggi Transportasi Darat (STTD) membuka prodi D4 Transportasi Darat, D3 Manajemen Transportasi Jalan, dan D3 Manajemen Transportasi Perkeretaapian. Lulusan PTDI STTD dapat ditempatkan sesuai disiplin ilmu di seluruh Indonesia.Dikutip dari laman Dikdin BKN, sekolah kedinasan di bawah Kementerian Perhubungan juga mencakup:Sudah siap-siap daftar sekolah kedinasan 2022 di dikdin.bkn.go.id, detikers? Semoga berhasil!"
"8 Foto Nenek yang Viral di TikTok Dikira Remaja, Mengaku Karena Suka Puasa",02-4-2022,Rahmi Anjani - wolipop,https://wolipop.detik.com/foto-entertainment/d-6012286/8-foto-nenek-yang-viral-di-tiktok-dikira-remaja-mengaku-karena-suka-puasa,popular,detik,"Jakarta - Seorang wanita viral di TikTok karena penampilan yang awet muda. Disebut 'hot grandma', ia mengaku berterima kasih pada gaya hidup sehatnya, termasuk suka puasa
(Rahmi Anjani)


wanita awet muda awet muda nenek awet muda"
Mau Datang ke IIMS 2022? Berikut Harga Tiket dan Cara Membelinya,02-4-2022,Ilham Satria Fikriansyah - detikOto,https://oto.detik.com/otoshow/d-6012812/mau-datang-ke-iims-2022-berikut-harga-tiket-dan-cara-membelinya,popular,detik,"Pameran otomotif Indonesia International Motor Show (IIMS) Hybrid 2022 resmi digelar. Simak di sini untuk mengetahui harga tiket dan cara membelinya.Ajang IIMS Hybrid 2022 digelar di JIExpo Kemayoran, Jakarta Pusat, selama 11 hari mulai dari 31 Maret hingga 10 April 2022. Pameran ini diikuti oleh sejumlah pabrikan mobil hingga motor.Di Hall A dan Hall D JIExpo Kemayoran, merek mobil yang turut memeriahkan IIMS antara lain BMW, Hyundai, Chery sebagai brand pendatang baru, Honda, MG, Mitsubishi, Suzuki, Toyota dan Wuling. Lalu dari importir umum, Prestige Motorcars akan menghadirkan taksi terbang listrik Ehang dan mobil listrik Tesla.Karena masih dalam situasi pandemi COVID-19, IIMS Hybrid 2022 diterapkan dengan protokol Kesehatan yang ketat. Anak berusia di bawah 12 tahun dapat mengunjungi IIMS Hybrid 2022 dengan syarat wajib didampingi orang tua dan untuk anak usia 6-12 tahun wajib menunjukkan bukti vaksin minimal dosis pertama.Untuk jam operasionalnya terdapat perbedaan, saat hari biasa IIMS Hybrid 2022 dibuka mulai pukul 11.00-21.00 WIB. Sementara saat akhir pekan pameran sudah dibuka sejak pukul 10.00-21.00 WIB.Selain itu, Dyandra Promosindo sebagai penyelenggara IIMS Hybrid 2022 juga akan menerapkan peraturan baru agar tidak menimbulkan kerumunan, yakni dengan melakukan pembagian 3 sesi jam masuk kepada pengunjung pameran saat pembelian tiket.Saat hari biasa, jam kunjungan di IIMS Hybrid 2022 dibagi menjadi tiga sesi dengan rincian sesi 1 pukul 11.00-14.00 WIB, sesi 2 pukul 14.00-18.00 WIB, dan sesi 3 pukul 18.00-21.00.Sementara itu saat akhir pekan jam kunjungan juga dibagi tiga sesi dengan rincian sesi 1 pukul 10.00-14.00 WIB, sesi 2 pukul 14.00-18.00 WIB, dan sesi 3 pukul 18.00-21.00 WIB.Untuk harga tiket IIMS Hybrid 2022 dibagi dalam dua kategori, yakni hari biasa (weekday) dan akhir pekan (weekend). Untuk hari biasa tiket dijual sebesar Rp 50.000 per orang, sementara saat akhir pekan tiket dibanderol sebesar Rp 70.000 per orang.Tiket IIMS Hybrid 2022 hanya dijual secara online. Untuk membeli tiketnya, kamu bisa mengunjungi situs dyandratiket.com atau membelinya lewat e-commerce Tokopedia."
Populer: Hotel Rp 300 Ribu per 3 Jam di Tol Jakarta-Cikampek,02-4-2022,Tim detikcom,https://travel.detik.com/travel-news/d-6012707/populer-hotel-rp-300-ribu-per-3-jam-di-tol-jakarta-cikampek,popular,detik,"Hotel pertama di Tol Jakarta-Cikampek baru diresmikan. Tarifnya Rp 300 ribu per 3 jam. Treveler tertarik?Hotel pertama area istirahat hadir di Kabupaten Bekasi setelah PT Puri Sentul Permai meresmikan Hotel Kedaton 8 Express di Rest Area KM 19 Ruas Tol Jakarta-Cikampek, Desa Lambang Sari, Kecamatan Tambun Selatan.General Manager Hotel Kedaton 8 Express Aan Rohanah mengatakan pelaksanaan pembangunan hotel ini setelah pemerintah memberlakukan Peraturan Menteri PUPR Nomor 28 Tahun 2021. Pasal 39 mengatur mengenai tempat istirahat pelayanan dalam jalan tol.""Permen PUPR ditulis tempat istirahat bisa dilengkapi sarana wisata, UMKM, dan penginapan. Kami bergerak lebih cepat dengan membangun berbasis teknologi,"" katanya saat sambutan peresmian Hotel Kedaton 8 Express, Kamis (31/3/2022).Menurut dia kehadiran hotel di area istirahat ini menjawab kebutuhan masyarakat khususnya pengguna jalan tol yang membutuhkan tempat istirahat ketika perjalanan jauh.""Berbekal pengalaman 11 tahun, Kedaton 8 Hotel menjadi suatu keberanian. Bekerja sama dengan pengelola rest area, kita menyambut baik, melangkah cepat, yang lain baru MoU,"" katanya.Aan menjelaskan Hotel Kedaton 8 Express memiliki 12 tempat tidur dilengkapi berbagai fasilitas standar bintang tiga seperti dua ruang pertemuan. Tamu yang ingin menginap dibatasi maksimal selama 12 jam dengan tarif Rp 300 ribu per tiga jam.""Juni akan go public. Fasilitas meeting room belakang pakai sistem check in mandiri seperti ATM menggunakan mesin. Jadi tinggal menekan tombol, isi identitas, dan menggunakan debit. Pelayanan lebih ke self service,"" katanya.Investasi pembangunan Hotel Kedaton 8 Express menghabiskan Rp 3 miliar menempati lahan bekas bangunan Pizza Hut dan rumah makan di Rest Area KM 19.Peresmian itu turut dihadiri oleh Pelaksana tugas Bupati Bekasi Akhmad Marzuki, Kepala Desa Lambang Sari, dan pengelola Rest Area KM 19.""Pemerintah daerah menyambut baik adanya upaya menggairahkan pariwisata di Kabupaten Bekasi, itu memang menjadi program pemerintah membangkitkan perekonomian,"" katanya.Marzuki juga berpesan kepada manajemen Hotel Kedaton 8 Express untuk tetap mengedepankan kearifan lokal Kabupaten Bekasi seperti memperbanyak stan para pelaku UMKM di area tersebut."
Eropa Berhasil Motret Matahari dari Jarak Dekat,02-4-2022,Rachmatunnisa - detikInet,https://inet.detik.com/science/d-6012636/eropa-berhasil-motret-matahari-dari-jarak-dekat,popular,detik,"Wahana Solar Orbiter milik European Space Agency (ESA) berhasil mengambil gambar menakjubkan dalam perjalanannya ke lintasan pertama dekat Matahari.Gambar ini diambil pada 7 Maret saat Solar Orbiter melintas langsung di antara Bumi dan Matahari. Ada alasan eksplisit untuk ini, yaitu karena tim sains ingin mengkalibrasi dan membandingkan gambar yang berbasis Bumi dan misi di orbit Bumi, untuk memasukkan observatorium surya Inouye, Solar Dynamics Observatory NASA, dan Solar Heliospheric Observatory (SOHO) ESA/NASA, terletak di titik Lagrange (L1) Matahari-Bumi.""Dari titik ini dan seterusnya, kita 'memasuki yang tidak diketahui,' sejauh pengamatan Solar Orbiter terhadap Matahari,"" kata Ilmuwan Proyek Pengorbit Surya Daniel MÃ¼ller dikutip dari Universe Today.Instrumen yang digunakan di pesawat luar angkasa termasuk Extreme Ultraviolet Imager (EUI) dan Spectral Imaging of the Coronal Environment (SPICE) imager. Gambar EUI sendiri mewakili gambar resolusi disk penuh tertinggi dari Matahari, dan mendetail menangkap korona dan atmosfer luar matahari.Gambar ini menangkap Matahari pada panjang gelombang Lyman-beta dalam ultraviolet, dan merupakan salah satu gambar pertama dari jenisnya yang diambil dalam 50 tahun terakhir, sejak eksperimen pengamatan Matahari di atas Skylab.Solar Orbiter mengambil gambar-gambar ini selama sesi 4 jam, dan probe berjarak 75 juta kilometer dari Matahari, interior ke orbit Venus. Matahari cukup besar (dua derajat lebarnya) dari jarak itu sehingga EUI membutuhkan 25 gambar mosaik untuk menutupi seluruh piringan Matahari. Hasil akhirnya ditata dalam kisi 9148 x 9112 83 juta piksel, dengan resolusi 10 kali lebih baik daripada layar TV 4K.Gambar tersebut termasuk filamen, nano-flare, dan spikula yang terlihat di permukaan Matahari yang bergolak. Pengamatan Solar Orbiter akan menjawab pertanyaan kunci tentang bagaimana letusan lahir di permukaan Matahari, dengan mengkarakterisasi suhu Matahari yang terlihat melalui lapisan-lapisan yang berurutan.Urutan SPICE khususnya menunjukkan lapisan suhu dalam warna versus komposisi unsur: kuning (neon) pada 630.000 derajat Celcius, hijau (oksigen) pada 320.000 derajat Celcius, biru (karbon) 32.000 derajat Celcius, dan ungu (hidrogen) pada suhu 'dingin' 10.000 derajat Celcius.Diluncurkan pada 10 Februari 2020 di atas roket Atlas V dari Stasiun Angkatan Luar Angkasa Cape Canaveral (saat itu, Angkatan Udara), Solar Orbiter memiliki misi tujuh tahun utama untuk mempelajari Matahari.Misi tersebut datang pada saat yang tepat, saat Solar Cycle 25 berlangsung tahun ini, dalam perjalanan ke puncaknya sekitar tahun 2025, yang mungkin menjadi salah satu yang paling kuat dalam beberapa dekade.Solar Orbiter baru saja mencapai perihelion terdekatnya akhir pekan lalu, melewati 50 juta kilometer dari interior Matahari ke orbit Merkurius. Lintasan di dekat Venus secara bertahap akan mengubah kemiringan jalur Solar Orbiter dan secara bertahap menyuguhkan kita pemandangan daerah kutub Matahari yang sulit dipahami."
"Cuma Dapat Roti di Hari Ulang Tahunnya, Netizen Ini Iri dengan Ayah Tirinya",02-4-2022,Sonia Basoni - detikFood,https://food.detik.com/info-kuliner/d-6012821/cuma-dapat-roti-di-hari-ulang-tahunnya-netizen-ini-iri-dengan-ayah-tirinya,popular,detik,"Cuma dapat roti di hari ulang tahunnya, netizen ini bagikan kisah sedihnya. Ia iri karena sang ibu memberi ayah tirinya kue ulang tahun yang lebih mewah.Meluapkan kekecewaan sekaligus rasa sedihnya ke Twitter, netizen anonim ini berhasil mendapatkan simpati dari banyak pengguna Twitter. Kisahnya membahas tentang perlakuan sang ibu yang pilih kasih. Hal ini terlihat ketika dirinya dan sang ayah tiri merayakan ulang tahun.Curhatan ini ia tuliskan lewat akun Twitter @askrlfess (02/04). Ia menceritakan bahwa tulisan itu dibuat tepat ketika ia berulang tahun. Dirinya sedih karena sang ibu selalu melupakan hari ulang tahunnya.Baca Juga: Birthday Pizza Bertingkat, Alternatif Kue Ulang Tahun Unik Selain Tart"" selengkapnya ""Padahal waktu dulu masih ada bapak, masih sering ngadain syukuran. Tapi semenjak bapak gak ada dan mamaku nikah lagi udah gak pernah. Aku sebenarnya gak terlalu berharap juga sih mama bakal inget,"" tulisnya.Namun ia melanjutkan bahwa di ulang tahunnya kali ini, sang ibu tiba-tiba ingat hari lahirnya. Sang ibu memberikannya roti sederhana untuk merayakan hari ulang tahunnya. Meski hanya diberi satu buah roti tapi ia merasa sangat senang.""Eh pas ke dapur ternyata ada kue tart cantik banget. Udah mau tersentuh karena aku kira itu buat aku. Ternyata itu buat suami barunya, padahal ulang tahun suami barunya masih 3 hari lagi. Ternyata mamaku inget ulang tahunku, karena inget ulang tahun suaminya dulu. Dia beliin roti karena baru keinget aku juga ulang tahun hari ini. Sakit banget,"" tutupnya.Tak lupa netizen ini memberikan foto roti yang diberikan sang ibu. Ia lalu menunjukkan kue tart milik ayah tirinya yang tampak cantik dengan hiasan cokelat dan buah cherry di atasnya.Menanggapi hal ini tentunya banyak pengguna Twitter yang memberikan semangat kepada netizen ini.""Wkwkwk siap-siap aja ibu kamu bakal dapat efek dari durhaka sama anak. Itu nyata banget nder. Btw happy birthday yaa sender (pengirim curhatan). Semoga kamu bisa diberi kebahagiaan lain, selain dari keluarga,"" doa @toj**.""Sama nder, mama prinsipnya mungkin patuh sama suami. Tapi menurut gue malah lupa sama anak. Gue tau sih, gue udah gede, tapi dari kecil gue selalu iri lihat teman-teman gue disuapin mamanya. Gak usah jauh-jauh deh, lihat temen disuapin makan sama mamanya aja gue iri, karena dari kecil gue apa-apa sendiri,"" curhat @ex** yang punya nasib serupa.""Selamat ulang tahun buat sendernya. Semoga dipertemukan pendamping hidup yang sangat mencintai dan menyayangi dirimu yaa. Hebat banget kamu punya hati besar yang tegarnya, dan masih berdiri tegak melalui hari demi hari menjalani kehidupan ini,"" sambung @din**.""Walaupun nyokap kamu kayak gitu, jangan pernah ada sedikit celah untuk ngebenci dia. Segimanapun dia udah pernah berjuang buat kamu hidup sampai sekarang. Sakit sih aku tau gimana rasanya, tapi sabar. Tuhan punya cara terbaik buat kamu!"" pungkas @lee**.Sampai saat ini cuitan tentang curhatan perbedaan roti dan kue tart di hari ulang tahun ini sudah disukai sebanyak 1,863 pengguna. Ratusan komentar juga terlihat memenuhi unggahan kisah sedih ini.Baca Juga: Sedih! Sudah Masak Banyak, Acara Ultah Netizen Ini Cuma Dihadiri Satu Orang"" selengkapnya"
"20 Universitas Terbaik di Indonesia Versi SIR 2021, Bisa Buat Referensi SBMPTN",02-4-2022,Fahri Zulfikar - detikEdu,https://www.detik.com/edu/perguruan-tinggi/d-6011794/20-universitas-terbaik-di-indonesia-versi-sir-2021-bisa-buat-referensi-sbmptn,popular,detik,"Lembaga pemeringkatan universitas terbaik, Scimago Institutions Rankings (SIR) telah merilis daftar perguruan tinggi terbaik di Indonesia. Peringkat ini bisa jadi bahan pertimbangan untuk peserta yang akan mengikuti SBMPTN 2022.Scimago Institutions Rankings (SIR) adalah lembaga pemeringkatan yang menggabungkan tiga indikator yang berbeda yakni penelitian, inovasi, dan dampak sosial.Berbeda dengan lembaga pemeringkatan yang lain, Indikator SIR dibagi menjadi tiga kelompok yang dimaksudkan untuk mencerminkan karakteristik ilmiah, ekonomi dan sosial lembaga.Setelah indikator akhir dihitung dari kombinasi indikator yang berbeda (yang telah diberikan bobot yang berbeda), nilai yang dihasilkan telah dinormalisasi pada skala 0 hingga 100.Berikut ini bobot untuk setiap faktor penilaiannya:1. Research bobot nilai 50 persen 2. Innovation bobot nilai 30 persen 3. Societal bobot nilai 20 persenNah, bagi calon mahasiswa yang akan mengikuti jalur SBMPTN 2022 bisa mempertimbangkan universitas terbaik di Indonesia versi SIR 2021 berikut ini.Mengutip laman scimagoir.com, berikut daftar universitas terbaik dan peringkat dunianya.Peringkat dunia: 651Peringkat dunia: 689Peringkat dunia: 695Peringkat dunia: 697Peringkat dunia: 702Peringkat dunia: 704Peringkat dunia: 708Peringkat dunia: 712Peringkat dunia: 714Peringkat dunia: 715Peringkat dunia: 720Peringkat dunia: 720Peringkat dunia: 724Peringkat dunia: 726Peringkat dunia: 735Peringkat dunia: 736Peringkat dunia: 747Peringkat dunia: 748Peringkat dunia: 750Peringkat dunia: 752Itulah daftar universitas terbaik di Indonesia versi SIR. Apakah ada target detikers di SBMPTN 2022?"
"Bersama Chelsea, Jorginho Akan Tersenyum Kembali",02-4-2022,Afif Farhan - Sepakbola,https://sport.detik.com/sepakbola/liga-inggris/d-6012768/bersama-chelsea-jorginho-akan-tersenyum-kembali,biasa,detik,"Jorginho gagal bawa Italia ke Piala Dunia 2022. Manajer Chelsea, Thomas Tuchel pasti akan menguatkannya dan membuat sang pemain tersenyum lagi di London.Italia gagal ke Piala Dunia 2022. Jorginho merasa bersalah, karena dua penaltinya yang gagal di babak kualifikasi.Dua penalti Jorginho itu gagal saat melawan Swiss dua kali di fase grup. Yang pertama, tendangannya diamankan Yann Sommer di markas Swiss dalam laga yang berakhir 0-0. Yang kedua, sepakannya di Stadion Olimpico, Roma pada November lalu melambung di atas gawang dan laga berakhir imbang 1-1.Hasil-hasil itu turut berperan membuat Italia finis sebagai runner-up di Grup C di bawah Swiss.Jorginho selanjutnya dipulangkan Timnas Italia ke Chelsea. Jorginho sudah berlatih kembali untuk memperkuat The Blues mengarungi jadwal padat.Manajer Chelsea, Thomas Tuchel mengaku tidak berbicara banyak dengan Jorginho soal kegagalan Italia. Yang pasti, kondisi Jorginho baik-baik saja.""Dia kondisinya baik seperti biasa,"" kata Tuchel seperti dilansir dari situs klub.""Saya belum berbicara banyak soal itu (Italia yang gagal ke Piala Dunia). Saya pasti akan jadi orang ke-200 yang bilang kepadanya 'ayo angkat kepalamu,"" sambungnya.""Tugas kami adalah untuk menciptakan lingkungan dan suasana di mana para pemain merasa diterima dan nyaman, terlepas yang terjadi di luar sana,"" tambahnya.Thomas Tuchel menutup, Jorginho datang lebih cepat ke Chelsea dari yang dijadwalkan. Jorginho siap untuk bermain!""Dia sangat kuat dalam latihan. Dia datang satu hari lebih awal dari yang seharusnya. Itu sebabnya saya merasa dia senang bisa kembali dan berada di lingkungan ini karena ini adalah lingkungan yang positif bagi para pemain,"" tutupnya."
